prefix,resource,organisation,reference,entity
conservation-area,,government-organisation:PB1164,3590,44000512
conservation-area,,government-organisation:PB1164,3781,44000513
conservation-area,,government-organisation:PB1164,728,44000514
conservation-area,,government-organisation:PB1164,740,44000515
conservation-area,,government-organisation:PB1164,746,44000516
conservation-area,,government-organisation:PB1164,770,44000517
conservation-area,,government-organisation:PB1164,777,44000518
conservation-area,,government-organisation:PB1164,766,44000519
conservation-area,,government-organisation:PB1164,756,44000520
conservation-area,,government-organisation:PB1164,758,44000521
conservation-area,,government-organisation:PB1164,737,44000522
conservation-area,,government-organisation:PB1164,772,44000523
conservation-area,,government-organisation:PB1164,763,44000524
conservation-area,,government-organisation:PB1164,747,44000525
conservation-area,,government-organisation:PB1164,765,44000526
conservation-area,,government-organisation:PB1164,754,44000527
conservation-area,,government-organisation:PB1164,7228,44000528
conservation-area,,government-organisation:PB1164,6186,44000529
conservation-area,,government-organisation:PB1164,6187,44000530
conservation-area,,government-organisation:PB1164,6188,44000531
conservation-area,,government-organisation:PB1164,6182,44000532
conservation-area,,government-organisation:PB1164,6184,44000533
conservation-area,,government-organisation:PB1164,6205,44000534
conservation-area,,government-organisation:PB1164,6189,44000535
conservation-area,,government-organisation:PB1164,1045,44006677
conservation-area,,government-organisation:PB1164,8310,44000536
conservation-area,,government-organisation:PB1164,1073,44009146
conservation-area,,local-authority-eng:NET,1,44000537
conservation-area,,government-organisation:PB1164,1074,44008349
conservation-area,,local-authority-eng:NET,3,44000538
conservation-area,,government-organisation:PB1164,1078,44009148
conservation-area,,local-authority-eng:NET,4,44000539
conservation-area,,government-organisation:PB1164,1079,44008681
conservation-area,,local-authority-eng:EPS,45,44000540
conservation-area,,local-authority-eng:NDO,45,44000540
conservation-area,,government-organisation:PB1164,1064,44009149
conservation-area,,local-authority-eng:NET,5,44000541
conservation-area,,government-organisation:PB1164,1047,44009150
conservation-area,,local-authority-eng:NET,6,44000542
conservation-area,,government-organisation:PB1164,1066,44009151
conservation-area,,local-authority-eng:NET,7,44000543
conservation-area,,government-organisation:PB1164,1068,44009152
conservation-area,,local-authority-eng:NET,8,44000544
conservation-area,,government-organisation:PB1164,1083,44009153
conservation-area,,local-authority-eng:NET,9,44000545
conservation-area,,government-organisation:PB1164,980,44009153
conservation-area,,local-authority-eng:NET,10,44000546
conservation-area,,government-organisation:PB1164,982,44008662
conservation-area,,local-authority-eng:NET,11,44000547
conservation-area,,government-organisation:PB1164,1063,44009156
conservation-area,,local-authority-eng:NET,12,44000548
conservation-area,,government-organisation:PB1164,1062,44008664
conservation-area,,local-authority-eng:NDO,13,44000549
conservation-area,,local-authority-eng:OLD,13,44000549
conservation-area,,government-organisation:PB1164,1054,44008665
conservation-area,,local-authority-eng:LBH,14,44000550
conservation-area,,local-authority-eng:OLD,14,44000550
conservation-area,,government-organisation:PB1164,4853,44008357
conservation-area,,local-authority-eng:NDO,15,44000551
conservation-area,,local-authority-eng:OLD,15,44000551
conservation-area,,government-organisation:PB1164,1051,44008358
conservation-area,,local-authority-eng:NDO,16,44000552
conservation-area,,local-authority-eng:OLD,16,44000552
conservation-area,,government-organisation:PB1164,1059,44008359
conservation-area,,local-authority-eng:NDO,17,44000553
conservation-area,,local-authority-eng:OLD,17,44000553
conservation-area,,government-organisation:PB1164,1057,44008360
conservation-area,,local-authority-eng:NDO,18,44000554
conservation-area,,local-authority-eng:OLD,18,44000554
conservation-area,,government-organisation:PB1164,1058,44008685
conservation-area,,local-authority-eng:NDO,19,44000555
conservation-area,,local-authority-eng:OLD,19,44000555
conservation-area,,government-organisation:PB1164,1070,44008686
conservation-area,,local-authority-eng:NDO,20,44000556
conservation-area,,local-authority-eng:OLD,20,44000556
conservation-area,,government-organisation:PB1164,1052,44008687
conservation-area,,local-authority-eng:NDO,21,44000557
conservation-area,,local-authority-eng:OLD,21,44000557
conservation-area,,government-organisation:PB1164,1060,44009106
conservation-area,,local-authority-eng:NDO,22,44000558
conservation-area,,local-authority-eng:OLD,22,44000558
conservation-area,,government-organisation:PB1164,1081,44008375
conservation-area,,local-authority-eng:LBH,23,44000559
conservation-area,,local-authority-eng:OLD,23,44000559
conservation-area,,government-organisation:PB1164,1067,44008688
conservation-area,,local-authority-eng:NDO,24,44000560
conservation-area,,local-authority-eng:OLD,24,44000560
conservation-area,,government-organisation:PB1164,1080,44008689
conservation-area,,local-authority-eng:NDO,25,44000561
conservation-area,,local-authority-eng:OLD,25,44000561
conservation-area,,government-organisation:PB1164,1048,44008671
conservation-area,,local-authority-eng:NDO,26,44000562
conservation-area,,local-authority-eng:OLD,26,44000562
conservation-area,,government-organisation:PB1164,1072,44008672
conservation-area,,local-authority-eng:LBH,27,44000563
conservation-area,,local-authority-eng:OLD,27,44000563
conservation-area,,government-organisation:PB1164,1043,44008673
conservation-area,,local-authority-eng:NDO,28,44000564
conservation-area,,local-authority-eng:OLD,28,44000564
conservation-area,,government-organisation:PB1164,1050,44008291
conservation-area,,local-authority-eng:NDO,29,44000565
conservation-area,,local-authority-eng:OLD,29,44000565
conservation-area,,government-organisation:PB1164,1041,44008690
conservation-area,,local-authority-eng:LBH,30,44000566
conservation-area,,local-authority-eng:OLD,30,44000566
conservation-area,,government-organisation:PB1164,1065,44008388
conservation-area,,local-authority-eng:LBH,31,44000567
conservation-area,,local-authority-eng:OLD,31,44000567
conservation-area,,government-organisation:PB1164,1076,44008691
conservation-area,,local-authority-eng:NDO,32,44000568
conservation-area,,local-authority-eng:OLD,32,44000568
conservation-area,,government-organisation:PB1164,1082,44008694
conservation-area,,local-authority-eng:NDO,33,44000569
conservation-area,,local-authority-eng:OLD,33,44000569
conservation-area,,government-organisation:PB1164,1044,44008676
conservation-area,,local-authority-eng:NDO,34,44000570
conservation-area,,local-authority-eng:OLD,34,44000570
conservation-area,,government-organisation:PB1164,1056,44008692
conservation-area,,local-authority-eng:NDO,35,44000571
conservation-area,,local-authority-eng:OLD,35,44000571
conservation-area,,government-organisation:PB1164,1061,44008693
conservation-area,,local-authority-eng:NDO,36,44000572
conservation-area,,local-authority-eng:OLD,36,44000572
conservation-area,,government-organisation:PB1164,1071,44008679
conservation-area,,local-authority-eng:EPS,37,44000573
conservation-area,,local-authority-eng:NDO,37,44000573
conservation-area,,government-organisation:PB1164,1075,44008376
conservation-area,,local-authority-eng:EPS,38,44000574
conservation-area,,local-authority-eng:NDO,38,44000574
conservation-area,,government-organisation:PB1164,1069,44008370
conservation-area,,local-authority-eng:EPS,39,44000575
conservation-area,,local-authority-eng:NDO,39,44000575
conservation-area,,government-organisation:PB1164,1042,44008371
conservation-area,,local-authority-eng:EPS,40,44000576
conservation-area,,local-authority-eng:NDO,40,44000576
conservation-area,,government-organisation:PB1164,1040,44008372
conservation-area,,local-authority-eng:EPS,41,44000577
conservation-area,,local-authority-eng:NDO,41,44000577
conservation-area,,government-organisation:PB1164,4850,44008373
conservation-area,,local-authority-eng:EPS,42,44000578
conservation-area,,local-authority-eng:NDO,42,44000578
conservation-area,,government-organisation:PB1164,1053,44000579
conservation-area,,local-authority-eng:HMF,43,44000579
conservation-area,,local-authority-eng:HMF,COA00000049,44000579
conservation-area,,local-authority-eng:NDO,43,44000579
conservation-area,,government-organisation:PB1164,1077,44000580
conservation-area,,local-authority-eng:HMF,44,44000580
conservation-area,,local-authority-eng:HMF,COA00000708,44000580
conservation-area,,local-authority-eng:LBH,44,44000580
conservation-area,,government-organisation:PB1164,9128,44000581
